section,scope,tensor_name,mitigation_bundle,attack,metric,value,notes
linkability,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.03333062352422307,
linkability,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.030023335034455246,
linkability,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,2.0038837950993074,
linkability,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,45.640625,
permutation_recovery,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top1_recovery_rate,0.03125,
permutation_recovery,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top5_recovery_rate,0.078125,
permutation_recovery,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_correct_rank,35.609375,
permutation_recovery,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_signature_error,0.1183192806089417,
permutation_recovery,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top1_recovery_rate,0.015625,
permutation_recovery,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top5_recovery_rate,0.078125,
permutation_recovery,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,mean_correct_rank,35.734375,
permutation_recovery,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,iterations,50,
permutation_recovery,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,temperature,0.05,
decision,prefill,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,89,
linear_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,39,
linear_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.03995479643344879,
linear_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.423769235610962,
linear_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.004479958675801754,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,89,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,39,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,8.49398275022395e-05,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.023686349391937256,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.032197095453739166,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.2780959606170654,
mlp_inverter,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.08556695282459259,
linkability,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,-0.0383572782039262,
linkability,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.02046885065181564,
linkability,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,1.1624244370597938,
linkability,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,66.078125,
decision,prefill,post_island,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,89,
linear_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,39,
linear_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.2788797616958618,
linear_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.622894287109375,
linear_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,-0.043842922896146774,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,89,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,39,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.00027339221560396254,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.11291590332984924,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.19562970101833344,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.359249234199524,
mlp_inverter,prefill,final,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.016598064452409744,
linkability,prefill,final,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,-0.03569189125621877,
linkability,prefill,final,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.10023987173909092,
linkability,prefill,final,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,2.460608346434316,
linkability,prefill,final,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,56.828125,
decision,prefill,final,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,22,
linear_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,10,
linear_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.04502221569418907,
linear_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.4481388330459595,
linear_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.11841832101345062,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,22,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,10,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,2.5012241167132743e-06,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.028563233092427254,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.026060452684760094,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.1017619371414185,
mlp_inverter,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.262034147977829,
linkability,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,-0.08725448307991004,
linkability,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.01060204091918105,
linkability,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,1.0192280010448787,
linkability,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,19.40625,
decision,decode,boundary_input,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,89,
linear_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,39,
linear_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.3443407118320465,
linear_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.0825605392456055,
linear_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.03884483501315117,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,89,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,39,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.013974817469716072,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.3319861888885498,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.5981439352035522,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.4267926216125488,
mlp_inverter,decode,q,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.034161075949668884,
linkability,decode,q,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,-0.036338784062542255,
linkability,decode,q,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.01786019010420022,
linkability,decode,q,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,2.1083704545250885,
linkability,decode,q,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,68.015625,
decision,decode,q,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,44,
linear_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,20,
linear_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.3637755513191223,
linear_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.1091355085372925,
linear_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.16189537942409515,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,44,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,20,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.0004610428586602211,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.2363014668226242,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.4904814660549164,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.287891149520874,
mlp_inverter,decode,k,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.16245612502098083,
linkability,decode,k,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,-0.0492792563774584,
linkability,decode,k,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.06257502306490395,
linkability,decode,k,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,1.8664844267055498,
linkability,decode,k,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,33.5625,
decision,decode,k,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,44,
linear_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,20,
linear_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.41990289092063904,
linear_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.242371678352356,
linear_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,-0.0689365565776825,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,44,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,20,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.0011687326477840543,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.40168848633766174,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.4974638819694519,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.3522528409957886,
mlp_inverter,decode,v,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.04077310860157013,
linkability,decode,v,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.009917029942045456,
linkability,decode,v,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.02184724741676059,
linkability,decode,v,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,2.1830291518276135,
linkability,decode,v,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,30.546875,
decision,decode,v,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,22,
linear_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,10,
linear_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.36216676235198975,
linear_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.0979975461959839,
linear_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.2281389832496643,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,22,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,10,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.0006793420179747045,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.3637329339981079,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.3870117664337158,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.1350346803665161,
mlp_inverter,decode,gate,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.15991875529289246,
linkability,decode,gate,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.05177014991759718,
linkability,decode,gate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,0.0054687294487222775,
linkability,decode,gate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,6.3907614101111125,
linkability,decode,gate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,12.5,
permutation_recovery,decode,gate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top1_recovery_rate,0.015625,
permutation_recovery,decode,gate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top5_recovery_rate,0.078125,
permutation_recovery,decode,gate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_correct_rank,31.890625,
permutation_recovery,decode,gate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_signature_error,0.1705802610694425,
permutation_recovery,decode,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top1_recovery_rate,0.015625,
permutation_recovery,decode,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top5_recovery_rate,0.0625,
permutation_recovery,decode,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,mean_correct_rank,31.703125,
permutation_recovery,decode,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,iterations,50,
permutation_recovery,decode,gate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,temperature,0.05,
decision,decode,gate,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,22,
linear_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,10,
linear_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.4414863586425781,
linear_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.133658528327942,
linear_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,0.06573209911584854,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,22,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,10,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.00020856807532254606,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.3120739161968231,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.4156445562839508,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.0999797582626343,
mlp_inverter,decode,up,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.16561423242092133,
linkability,decode,up,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.008896002390271916,
linkability,decode,up,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,-0.0030246742011089036,
linkability,decode,up,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,6.415221723620739,
linkability,decode,up,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,15.65625,
permutation_recovery,decode,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,top1_recovery_rate,0.03125,
permutation_recovery,decode,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,top5_recovery_rate,0.140625,
permutation_recovery,decode,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_correct_rank,30.828125,
permutation_recovery,decode,up,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_signature_error,0.14314470008648764,
permutation_recovery,decode,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top1_recovery_rate,0.0,
permutation_recovery,decode,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top5_recovery_rate,0.078125,
permutation_recovery,decode,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,mean_correct_rank,31.09375,
permutation_recovery,decode,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,iterations,50,
permutation_recovery,decode,up,fresh_perm_plus_sandwich_plus_pad,soft_assignment,temperature,0.05,
decision,decode,up,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,22,
linear_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,10,
linear_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.047644324600696564,
linear_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.3047454357147217,
linear_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,-0.07332582026720047,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,22,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,10,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,0.00012319408415351063,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.03304180130362511,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.04304254800081253,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.240135669708252,
mlp_inverter,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,-0.09318612515926361,
linkability,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,0.059480474136200334,
linkability,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,-0.0065529610914419785,
linkability,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,1.9048337930191945,
linkability,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,12.15625,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top1_recovery_rate,0.046875,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,top5_recovery_rate,0.140625,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_correct_rank,30.71875,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,signature_matching,mean_signature_error,0.1242772104872199,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top1_recovery_rate,0.03125,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,top5_recovery_rate,0.109375,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,mean_correct_rank,30.890625,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,iterations,50,
permutation_recovery,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,soft_assignment,temperature,0.05,
decision,decode,swiglu_intermediate,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,22,
linear_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linear,num_test_samples,10,
linear_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linear,ridge_lambda,0.001,
linear_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linear,mse,0.05210156366229057,
linear_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linear,relative_l2_error,1.7098822593688965,
linear_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linear,cosine_similarity,-0.061929065734148026,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,num_train_samples,22,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,num_test_samples,10,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_steps,200,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,attacker_lr,0.01,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,mlp_hidden_size,128,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,final_train_loss,8.977244903007886e-08,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,first_train_loss,0.02043193206191063,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,mse,0.024776939302682877,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,relative_l2_error,1.1791380643844604,
mlp_inverter,decode,post_island,fresh_perm_plus_sandwich_plus_pad,mlp,cosine_similarity,0.033152151852846146,
linkability,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,visible_vs_plain_cosine,-0.0036935133589977905,
linkability,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_cosine_visible,-0.002595174849789095,
linkability,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,mean_pairwise_l2_visible,1.0264205458062565,
linkability,decode,post_island,fresh_perm_plus_sandwich_plus_pad,linkability,mean_linkability_rank,15.40625,
decision,decode,post_island,fresh_perm_plus_sandwich_plus_pad,summary,risk_level,low,acceptable_with_mitigation_under_real_token_proxy
linear_inverter,decode,final,fresh_perm_plus_sandwich_plus_pad,linear,num_train_samples,22,
